Nro. Docto;Item;Desc Item;Un Medida;Família Material;Descrição;Família Comercial;Descrição;Estab;Dep;Loc;Quantidade;Lote/Serie;Validade do Lote;Data Ult. Transf.;Usuario;Item Controle Qualidade;Hora do Movimento
TRANSIÇÃO;96662605;AR COND EAS18000IF2 220V INT;PC;68005;AR COND SPLIT FRIO IN;76731;AR COND EAS18000IF2 220V INT;31;DAC;CALORIMETRO;1;;?;04/12/2023;santos.marce;Não;17:04:52
;96662605;AR COND EAS18000IF2 220V INT;PC;68005;AR COND SPLIT FRIO IN;76731;AR COND EAS18000IF2 220V INT;31;EXP;A2-0454A;1;;?;05/01/2024;endrews.fons;Não;21:27:12
TRANSIÇÃO;96662606;AR COND EAS18000IF2 220V EXT;PC;68005;AR COND SPLIT FRIO IN;76732;AR COND EAS18000IF2 220V EXT;31;DAC;CALORIMETRO;1;;?;04/12/2023;santos.marce;Não;17:05:31
;96662606;AR COND EAS18000IF2 220V EXT;PC;68005;AR COND SPLIT FRIO IN;76732;AR COND EAS18000IF2 220V EXT;31;EXP;A2-0454A;1;;?;05/01/2024;endrews.fons;Não;21:26:39
MRSU-414993-5;96662608;AR COND EAS30000IF2 220V INT;PC;68005;AR COND SPLIT FRIO IN;76734;AR COND EAS30000IF2 220V INT;31;EXP;A2-DOCA-01;1;;?;01/03/2024;endrews.fons;Não;06:46:11
;96662608;AR COND EAS30000IF2 220V INT;PC;68005;AR COND SPLIT FRIO IN;76734;AR COND EAS30000IF2 220V INT;31;PL3;A2-0573A;8;;?;09/01/2024;adriano.brit;Não;08:49:05
;96662609;AR COND EAS30000IF2 220V EXT;PC;68005;AR COND SPLIT FRIO IN;76735;AR COND EAS30000IF2 220V EXT;31;EXP;A2-SOLO-02;6;;?;01/03/2024;patrick.corr;Não;22:25:58
;96662612;AR COND EAS30000IQF2 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;76738;AR COND EAS30000IQF2 220V EXT;31;PL3;A2-0361A;4;;?;14/12/2023;rafael.franc;Não;07:44:31
;96662612;AR COND EAS30000IQF2 220V EXT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;76738;AR COND EAS30000IQF2 220V EXT;31;PL3;A2-0362A;4;;?;14/12/2023;rafael.franc;Não;07:44:43
;96662614;AR COND EAS18000IQF2 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;76740;AR COND EAS18000IQF2 220V INT;31;PL3;A2-0303A;2;;?;13/12/2023;rafael.franc;Não;17:07:24
8;96662618;AR COND EAS24000IF2 220V EXT;PC;68005;AR COND SPLIT FRIO IN;76744;AR COND EAS24000IF2 220V EXT;31;PL3;A2-0353A;4;;?;04/01/2024;lucas.moreir;Não;13:19:07
;96662620;AR COND EAS24000IQF2 220V INT;PC;68006;AR COND SPLIT QUENTE E FRIO IN;76746;AR COND EAS24000IQF2 220V INT;31;PL3;A2-0372A;4;;?;23/11/2023;liniker;Não;12:40:24
235396;97203005;TV PH20U21DR LED;PC;6111;TV (M) - LED;906447;PH20U21DR LED;31;QLD;;1;;?;04/12/2023;oliveira.sar;Não;13:31:41
;98155001;NOTEBOOK PNB15.6AP34H1W10;PC;63000;NOTEBOOK;74473;PNB15.6AP34H1W10;31;EXP;A2-0148A;4;;?;05/02/2024;adriano.brit;Não;09:04:28
14443530;98155001;NOTEBOOK PNB15.6AP34H1W10;PC;63000;NOTEBOOK;74473;PNB15.6AP34H1W10;31;DAT;;31;;?;30/01/2024;thayane.eric;Não;07:05:26
SALVADOS;98155001;NOTEBOOK PNB15.6AP34H1W10;PC;63000;NOTEBOOK;74473;PNB15.6AP34H1W10;31;VCL;A2-0137A;3;;?;02/06/2023;patrick.corr;Não;10:53:02
;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;EXP;A2-0148A;8;;?;05/02/2024;adriano.brit;Não;09:03:44
2556412;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;DAT;;26;;?;28/02/2024;thayane.eric;Não;08:11:38
Ajuste;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;QLD;;10;;?;03/01/2024;maicon.choas;Não;16:10:43
SALVADOS;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;VCL;A2-0137A;4;;?;02/06/2023;patrick.corr;Não;10:59:30
VV BUIATTE 2121;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;exp;tr00005;43;;?;05/02/2024;gabriel.san;Não;17:10:27
2546018;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;BEC;;18;;?;25/01/2024;isabela.heni;Não;16:18:33
NEXT 127 SALVADO;98155004;NOTEBOOK PNB15.6AP58H1W10;PC;63000;NOTEBOOK;74476;PNB15.6AP58H1W10;31;VCL;;2;;?;06/02/2024;ney.junior;Não;09:35:53
121650;98205020;TABLET 7 ISDBT -  7A1-P111A4.0;PC;63500;TABLET;980020;TABLET 7'ISDBT -  7A1-P111A4.0;31;DAT;;1;;?;22/01/2024;thayane.eric;Não;14:00:25
2134;98205021;TABLET 7 ISDBT -  7A1-R111A4.0;PC;63500;TABLET;980021;7 ISDBT -  7A1-R111A4.0;31;NC3;;10;;?;21/09/2023;alana.santos;Não;15:12:19
SALVADOS;98253001;SMARTPHONE PCS02RG HIT MAX;PC;95000;SMARTPHONE;74314;SMARTPHONE PCS02RG HIT MAX;31;VCL;A2-0137A;8;;?;31/05/2023;patrick.corr;Não;11:39:19
2392945;98253002;SMARTPHONE PCS02SG HIT MAX;PC;95000;SMARTPHONE;74315;SMARTPHONE PCS02SG HIT MAX;31;NC3;;19;;?;29/01/2024;renata.baia;Não;13:28:09
2392945;98253002;SMARTPHONE PCS02SG HIT MAX;PC;95000;SMARTPHONE;74315;SMARTPHONE PCS02SG HIT MAX;31;EX3;;91;;?;29/01/2024;renata.baia;Não;13:28:09
SALVADOS;98253002;SMARTPHONE PCS02SG HIT MAX;PC;95000;SMARTPHONE;74315;SMARTPHONE PCS02SG HIT MAX;31;VCL;A2-0137A;26;;?;31/05/2023;patrick.corr;Não;11:36:25
SALVADOS/NEXT#89;98253003;SMARTPHONE PCS02DB HIT MAX;PC;95000;SMARTPHONE;74316;PCS02DB;31;VCL;A2-0137A;2;;?;01/08/2023;jackson.nasc;Não;09:09:48
1511944;98253004;SMARTPHONE HIT P10 DARK BLUE;PC;95000;SMARTPHONE;74317;P10 DARK BLUE;31;DAT;;2;;?;30/01/2024;thayane.eric;Não;06:22:44
63492;98253005;SMARTPHONE HIT P10 ROSE GOLD;PC;95000;SMARTPHONE;74318;HIT P10 ROSE GOLD;31;EX3;;2;;?;25/01/2024;evandro.soar;Não;08:18:54
242339;98253008;SMARTPHONE HIT P12 DARK BLUE;PC;95000;SMARTPHONE;74341;P12 DARK BLUE;31;EX3;;6;;?;09/02/2024;maria.nunes;Não;08:59:36
2556414;98253008;SMARTPHONE HIT P12 DARK BLUE;PC;95000;SMARTPHONE;74341;P12 DARK BLUE;31;DAT;;83;;?;28/02/2024;thayane.eric;Não;08:10:55
SALVADOS;98253008;SMARTPHONE HIT P12 DARK BLUE;PC;95000;SMARTPHONE;74341;P12 DARK BLUE;31;VCL;A2-SOLO-10;1;;?;30/10/2023;liniker;Não;10:19:47
SALVADOS;98253008;SMARTPHONE HIT P12 DARK BLUE;PC;95000;SMARTPHONE;74341;P12 DARK BLUE;31;VCL;A2-0137A;50;;?;30/10/2023;liniker;Não;10:18:45
63492;98253009;SMARTPHONE HIT P12 ROSE GOLD;PC;95000;SMARTPHONE;74510;P12 ROSE GOLD;31;EX3;;4;;?;25/01/2024;evandro.soar;Não;08:18:54
27277066;98253009;SMARTPHONE HIT P12 ROSE GOLD;PC;95000;SMARTPHONE;74510;P12 ROSE GOLD;31;DAT;;65;;?;19/02/2024;thayane.eric;Não;07:25:56
SALVADOS;98253009;SMARTPHONE HIT P12 ROSE GOLD;PC;95000;SMARTPHONE;74510;P12 ROSE GOLD;31;VCL;A2-0137A;6;;?;31/05/2023;patrick.corr;Não;11:42:02
2556414;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;DAT;;812;;?;28/02/2024;thayane.eric;Não;08:10:55
AG.LAUDO;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;DCL;A2-SOLO-10;145;;?;15/09/2023;adriano.brit;Não;10:39:12
AJU-NC3;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;NC3;;11;;?;16/11/2023;romario.sant;Não;17:04:34
4384;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;EX3;;70;;?;14/02/2024;integra.out;Não;05:24:43
SALVADOS;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;VCL;A2-0137A;1;;?;03/10/2023;adriano.brit;Não;08:40:23
SALVADOS;98253010;SMARTPHONE HIT P8 DARK BLUE 32GB;PC;95000;SMARTPHONE;74675;P8 DARK BLUE 32GB;31;VCL;A2-0136A;4;;?;12/10/2023;liniker;Não;12:42:11
101362;98253011;SMARTPHONE HIT P8 ROSE GOLD 32GB;PC;95000;SMARTPHONE;74676;P8 ROSE GOLD 32GB;31;DAT;;415;;?;22/02/2024;thayane.eric;Não;12:40:21
AG.LAUDO;98253011;SMARTPHONE HIT P8 ROSE GOLD 32GB;PC;95000;SMARTPHONE;74676;P8 ROSE GOLD 32GB;31;DCL;A2-SOLO-10;138;;?;15/09/2023;adriano.brit;Não;10:39:42
SALVADOS;98253012;SMARTPHONE HIT P13 DARK BLUE;PC;95000;SMARTPHONE;74794;P13 DARK BLUE;31;VCL;A2-0137A;110;;?;03/10/2023;adriano.brit;Não;08:40:49
SALVADOS;98253012;SMARTPHONE HIT P13 DARK BLUE;PC;95000;SMARTPHONE;74794;P13 DARK BLUE;31;VCL;A2-0136A;174;;?;12/10/2023;liniker;Não;12:41:37
4332;98253012;SMARTPHONE HIT P13 DARK BLUE;PC;95000;SMARTPHONE;74794;P13 DARK BLUE;31;EX3;;4;;?;29/01/2024;integra.out;Não;14:26:58
;98253014;SMARTPHONE HIT P8 DARK BLUE 64GB;PC;95000;SMARTPHONE;74853;P8 DARK BLUE 64GB;31;aca;afc-ap;82;;?;28/02/2024;marcus.candi;Não;10:25:17
101362;98253014;SMARTPHONE HIT P8 DARK BLUE 64GB;PC;95000;SMARTPHONE;74853;P8 DARK BLUE 64GB;31;DAT;;498;;?;22/02/2024;thayane.eric;Não;12:40:21
SALVADOS;98253014;SMARTPHONE HIT P8 DARK BLUE 64GB;PC;95000;SMARTPHONE;74853;P8 DARK BLUE 64GB;31;VCL;A2-0137A;2;;?;13/11/2023;liniker;Não;15:56:31
2335641;98253014;SMARTPHONE HIT P8 DARK BLUE 64GB;PC;95000;SMARTPHONE;74853;P8 DARK BLUE 64GB;31;NC3;;36;;?;16/11/2023;romario.sant;Não;15:26:30
;98253015;SMARTPHONE HIT P8 ROSE GOLD 64GB;PC;95000;SMARTPHONE;74854;P8 ROSE GOLD 64GB;31;aca;afc-ap;6;;?;28/02/2024;marcus.candi;Não;10:26:05
27304112;98253015;SMARTPHONE HIT P8 ROSE GOLD 64GB;PC;95000;SMARTPHONE;74854;P8 ROSE GOLD 64GB;31;DAT;;165;;?;19/02/2024;thayane.eric;Não;06:33:44
356021;99203013;TV PH20M91D;PC;6111;TV (M) - LED;902440;PH20M91D;31;DAT;;1;;?;09/02/2024;thayane.eric;Não;08:08:26
63675;99243047;TV PTV24G50SN LED;PC;6111;TV (M) - LED;72902;P24G50NP;31;nc3;;12;;?;17/02/2024;salvador.jaq;Não;10:03:28
64504;99243047;TV PTV24G50SN LED;PC;6111;TV (M) - LED;72902;P24G50NP;31;DV3;;2;;?;26/02/2024;luciano.lope;Não;15:43:14
C/LAUDO;99243047;TV PTV24G50SN LED;PC;6111;TV (M) - LED;72902;P24G50NP;31;REJ;A2-0245A;2;;?;13/09/2023;rafael.franc;Não;08:12:19
2356338;99243049;TV PTV24N19D LED;PC;6111;TV (M) - LED;73487;P24N91DP;31;QL2;;1;;?;14/12/2023;daiane.luza;Não;14:06:04
2356338;99243049;TV PTV24N19D LED;PC;6111;TV (M) - LED;73487;P24N91DP;31;QLD;;1;;?;14/12/2023;daiane.luza;Não;14:06:04
C/LAUDO;99243049;TV PTV24N19D LED;PC;6111;TV (M) - LED;73487;P24N91DP;31;REJ;A2-0247C;1;;?;25/08/2023;rafael.franc;Não;14:05:12
C/LAUDO;99243049;TV PTV24N19D LED;PC;6111;TV (M) - LED;73487;P24N91DP;31;REJ;A2-0245A;1;;?;13/09/2023;rafael.franc;Não;08:12:19
2432352;99243056;TV PTV24N91DFRH LED;PC;6111;TV (M) - LED;74339;P24N91DR;31;QL2;;12;;?;29/02/2024;daiane.luza;Não;12:49:03
2433818;99243056;TV PTV24N91DFRH LED;PC;6111;TV (M) - LED;74339;P24N91DR;31;QLD;;3;;?;01/03/2024;ana.amaral;Não;14:18:31
606;99243056;TV PTV24N91DFRH LED;PC;6111;TV (M) - LED;74339;P24N91DR;31;ESE;;480;;?;01/03/2024;thiago.calde;Não;13:50:35
2433818;99243056;TV PTV24N91DFRH LED;PC;6111;TV (M) - LED;74339;P24N91DR;31;NC3;;88;;?;01/03/2024;ana.amaral;Não;14:18:31
2376516;99243057;TV PTV24N91DFBRH LED;PC;6111;TV (M) - LED;74222;P24N91DB;31;QL2;;2;;?;08/01/2024;alex.novak;Não;07:55:06
C/LAUDO;99243057;TV PTV24N91DFBRH LED;PC;6111;TV (M) - LED;74222;P24N91DB;31;REJ;A2-0245A;3;;?;13/09/2023;rafael.franc;Não;08:12:19
619;99243057;TV PTV24N91DFBRH LED;PC;6111;TV (M) - LED;74222;P24N91DB;31;ESE;;6;;?;01/03/2024;correa.ferna;Não;07:40:57
LIN-001/24#4395;99243057;TV PTV24N91DFBRH LED;PC;6111;TV (M) - LED;74222;P24N91DB;31;esn;;1;;?;28/02/2024;gabriela.ros;Não;15:19:37
3198;99243059;TV PTV24G50DCH LED;PC;6111;TV (M) - LED;74805;P24G50DP;31;DAT;;1;;?;22/02/2024;marcia.macan;Não;13:23:59
336677;99283014;TV PH28N91D LED;PC;6111;TV (M) - LED;902429;PH28N91D LED;31;DAT;;1;;?;05/02/2024;thayane.eric;Não;06:14:57
738622;99283019;TV PTV28G50SN LED;PC;6111;TV (M) - LED;71982;P28G50NP;31;QLD;;1;;?;15/02/2023;correa.ferna;Não;14:08:44
404912;99283019;TV PTV28G50SN LED;PC;6111;TV (M) - LED;71982;P28G50NP;31;DAT;;6;;?;15/02/2024;thayane.eric;Não;09:23:25
985;99323051;TV PTV32B51D LED;PC;6111;TV (M) - LED;71789;TV PTV32B51D LED;31;qld;;6;;?;11/01/2023;alana.santos;Não;08:48:19
336675;99323051;TV PTV32B51D LED;PC;6111;TV (M) - LED;71789;TV PTV32B51D LED;31;DAT;;3;;?;05/02/2024;thayane.eric;Não;06:13:38
987;99323059;TV PTV32N87SA LED;PC;6111;TV (M) - LED;72200;PTV32N87SA LED;31;QLD;;1;;?;11/01/2023;alana.santos;Não;08:48:20
404931;99323059;TV PTV32N87SA LED;PC;6111;TV (M) - LED;72200;PTV32N87SA LED;31;DAT;;1;;?;10/01/2024;isabela.heni;Não;15:31:32
C/LAUDO;99323061;TV PTV32G50D LED;PC;6111;TV (M) - LED;72686;PTV32G50D LED;31;REJ;A2-0245A;1;;?;13/09/2023;rafael.franc;Não;08:12:19
196;99323071;TV PTV32G60SNBL LED;PC;6111;TV (M) - LED;72835;TV PTV32G60SNBL LED;31;qld;;1;;?;09/01/2024;alana.santos;Não;16:04:06
405023;99323076;TV PTV32G52S LED;PC;6111;TV (M) - LED;73105;PTV32G52S LED;31;DAT;;2;;?;15/02/2024;thayane.eric;Não;09:27:02
SOLIC. ANA;99323076;TV PTV32G52S LED;PC;6111;TV (M) - LED;73105;PTV32G52S LED;31;AT2;;10;;?;19/08/2022;junior.joao;Não;07:54:25
RETRABALHO;99323076;TV PTV32G52S LED;PC;6111;TV (M) - LED;73105;PTV32G52S LED;31;DCL;A2-0254D;24;;?;23/06/2023;endrews.fons;Não;10:38:40
RETRABALHO;99323076;TV PTV32G52S LED;PC;6111;TV (M) - LED;73105;PTV32G52S LED;31;DCL;A2-0254C;10;;?;23/06/2023;endrews.fons;Não;10:38:40
404916;99323084;TV PTV32G70SBL LED;PC;6111;TV (M) - LED;73627;PTV32G70SBL LED;31;DAT;;1;;?;15/02/2024;thayane.eric;Não;09:25:10
SALVADOS;99323084;TV PTV32G70SBL LED;PC;6111;TV (M) - LED;73627;PTV32G70SBL LED;31;VCL;A2-0247A;3;;?;18/09/2023;liniker;Não;16:03:20
751887;99323089;TV PTV32N5SE10H LED;PC;6111;TV (M) - LED;73918;P32N5ENP;31;DAT;;1;;?;26/01/2024;isabela.heni;Não;15:28:39
SALVADOS;99323089;TV PTV32N5SE10H LED;PC;6111;TV (M) - LED;73918;P32N5ENP;31;VCL;A2-0247A;2;;?;18/09/2023;liniker;Não;16:04:35
2748780;99323091;TV PTV32D10N5SKH LED;PC;6111;TV (M) - LED;74382;P32D10NP;31;DAT;;5;;?;09/02/2024;isabela.heni;Não;16:43:29
SALVADOS;99323091;TV PTV32D10N5SKH LED;PC;6111;TV (M) - LED;74382;P32D10NP;31;VCL;A2-0247A;4;;?;18/09/2023;liniker;Não;16:03:59
801951;99323097;TV PTV32G70RCH LED;PC;6111;TV (M) - LED;74842;P32G70RP;31;DAT;;57;;?;22/02/2024;isabela.heni;Não;22:41:00
2407916;99323097;TV PTV32G70RCH LED;PC;6111;TV (M) - LED;74842;P32G70RP;31;QLD;;29;;?;10/02/2024;daniele.mart;Não;10:28:12
27543767;99323097;TV PTV32G70RCH LED;PC;6111;TV (M) - LED;74842;P32G70RP;31;BEC;;9;;?;22/02/2024;isabela.heni;Não;16:26:09
SOLIC. ANA;99323100;TV BTV32D10N5SKH LED;PC;6111;TV (M) - LED;74976;B32D10NP;31;AT2;;5;;?;19/08/2022;junior.joao;Não;07:57:28
2409523;99323101;TV PTV32T10EDP LED;PC;6111;TV (M) - LED;75137;P32T10DP;31;QLD;;2;;?;12/02/2024;ana.amaral;Não;14:08:15
356716;99323101;TV PTV32T10EDP LED;PC;6111;TV (M) - LED;75137;P32T10DP;31;DAT;;21;;?;28/02/2024;isabela.heni;Não;22:22:10
AG-018/24#4348;99323101;TV PTV32T10EDP LED;PC;6111;TV (M) - LED;75137;P32T10DP;31;DEY;;5;;?;28/02/2024;gabriela.ros;Não;12:47:16
DEVOLUÇAO BRN;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;ACA;;1077;;?;04/03/2024;ney.junior;Não;06:41:16
2423931;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;QL2;;4;;?;22/02/2024;daiane.luza;Não;13:27:57
2428603;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;QLD;;3;;?;27/02/2024;daiane.quell;Não;16:58:29
7723213;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;DAT;;27;;?;01/02/2024;isabela.heni;Não;22:09:52
SEMIACABADO;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;ACA;PRO-REP;1386;;?;01/03/2024;gabriel.san;Não;15:11:14
245026;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;TR2;;518;;?;29/02/2024;tarefa.auto;Não;02:48:28
C/LAUDO;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;REJ;A2-0242A;1;;?;20/09/2023;endrews.fons;Não;08:46:59
740;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;EST;;3588;;?;29/02/2024;edimar.junio;Não;08:15:07
8079;99323103;TV PTV32A21DFH LED;PC;6111;TV (M) - LED;75370;P32A21DP;31;ESF;;2790;;?;29/02/2024;tarefa.auto;Não;03:05:07
2432353;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;QL2;;15;;?;29/02/2024;daiane.luza;Não;12:49:05
2432353;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;QLD;;7;;?;29/02/2024;daiane.luza;Não;12:49:05
39360;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;DCT;;3;;?;28/02/2024;marcia.macan;Não;16:02:20
36741764;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;DV3;;10;;?;16/02/2024;renan.clarin;Não;10:23:20
27512478;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;BEC;;52;;?;22/02/2024;isabela.heni;Não;16:15:26
LIN-001/24#4395;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;esn;;1;;?;28/02/2024;gabriela.ros;Não;15:19:36
36800993;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;DAT;;57;;?;26/02/2024;isabela.heni;Não;21:20:59
NEXT:124;99323104;TV PTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75748;P32G7PRS;31;DCL;A2-0227A;2;;?;11/01/2024;adriano.brit;Não;10:37:57
64303;99323105;TV BTV32G23AGSSGBLH LED;PC;6111;TV (M) - LED;75768;B32G23AG;31;DV3;;22;;?;13/02/2024;correa.ferna;Não;15:26:14
SALVADOS;99323105;TV BTV32G23AGSSGBLH LED;PC;6111;TV (M) - LED;75768;B32G23AG;31;VCL;A2-0247A;1;;?;21/09/2023;rafael.franc;Não;11:32:40
ESGxESE;99323105;TV BTV32G23AGSSGBLH LED;PC;6111;TV (M) - LED;75768;B32G23AG;31;ESE;;3;;?;09/02/2024;oriane.dias;Não;15:05:28
ESExESN;99323105;TV BTV32G23AGSSGBLH LED;PC;6111;TV (M) - LED;75768;B32G23AG;31;esn;;2;;?;05/01/2024;oriane.dias;Não;13:53:42
64568;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;AJT;;56;;?;29/02/2024;correa.ferna;Não;16:25:45
428;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;DV3;;1;;?;19/02/2024;duarte.vanes;Não;09:06:57
2422062;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;nc3;;1;;?;21/02/2024;ana.amaral;Não;07:07:59
2422062;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;qld;;6;;?;21/02/2024;ana.amaral;Não;07:07:59
2433168;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;ESN;;8;;?;01/03/2024;renato.rodri;Não;08:08:44
2748779;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;DAT;;20;;?;09/02/2024;isabela.heni;Não;16:42:04
NEXT #128;99323107;TV PTV32G7ER2CPBLH LED;PC;6111;TV (M) - LED;75891;P32G7ERP;31;VCL;;4;;?;21/02/2024;ney.junior;Não;06:36:09
2418288;99323108;TV PTV32M8GAGCMBLH LED;PC;6111;TV (M) - LED;75892;P32M8GAM;31;NC3;;2;;?;16/02/2024;daiane.quell;Não;16:18:16
2380062;99323108;TV PTV32M8GAGCMBLH LED;PC;6111;TV (M) - LED;75892;P32M8GAM;31;ESE;;1;;?;11/01/2024;joao.lorenci;Não;08:54:54
7074;99323108;TV PTV32M8GAGCMBLH LED;PC;6111;TV (M) - LED;75892;P32M8GAM;31;esn;;29;;?;27/02/2024;oriane.dias;Não;16:44:06
61816;99323108;TV PTV32M8GAGCMBLH LED;PC;6111;TV (M) - LED;75892;P32M8GAM;31;SPD;;1;;?;16/01/2024;duarte.vanes;Não;13:04:38
602;99323109;TV BTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75893;P32G7PR2S;31;ESF;;6;;?;29/02/2024;thiago.calde;Não;11:40:28
ESExESN;99323109;TV BTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75893;P32G7PR2S;31;ESN;;15;;?;01/03/2024;oriane.dias;Não;14:04:18
64524;99323109;TV BTV32G7PR2CSBLH LED;PC;6111;TV (M) - LED;75893;P32G7PR2S;31;DV3;;1;;?;27/02/2024;correa.ferna;Não;15:51:25
245082;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;TR2;;638;;?;01/03/2024;tarefa.auto;Não;17:09:21
2419454;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;ESN;;2;;?;19/02/2024;madson.silva;Não;12:08:02
2433010;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;NC3;;8;;?;01/03/2024;ana.amaral;Não;06:29:00
64464;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;DV3;;38;;?;22/02/2024;correa.ferna;Não;14:47:14
4547;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;SPD;;1;;?;22/02/2024;duarte.vanes;Não;14:07:23
64527;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;esd;;6;;?;27/02/2024;isabela.heni;Não;16:36:42
7073;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;ESC;;1000;;?;15/02/2024;oliveira.sar;Não;16:22:04
64527;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;DAT;;8;;?;27/02/2024;isabela.heni;Não;16:36:42
C/LAUDO;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;DCL;A2-0285A;4;;?;22/02/2024;adriano.brit;Não;09:29:20
27512482;99323111;TV PTV32G23AGSSBLH LED;PC;6111;TV (M) - LED;76047;P32G23AS;31;BEC;;70;;?;22/02/2024;isabela.heni;Não;17:38:08
64231;99323112;TV PTV32G5NDCPH LED;PC;6111;TV (M) - LED;76178;TV PTV32G5NDCPH LED;31;TR2;;1;;?;27/02/2024;evandro.soar;Não;11:16:52
7857238;99323112;TV PTV32G5NDCPH LED;PC;6111;TV (M) - LED;76178;TV PTV32G5NDCPH LED;31;EX3;;3;;?;17/02/2024;salvador.jaq;Não;08:13:07
2421709;99323112;TV PTV32G5NDCPH LED;PC;6111;TV (M) - LED;76178;TV PTV32G5NDCPH LED;31;NC3;;14;;?;20/02/2024;abner.moraes;Não;16:38:11
NEXT #130;99323112;TV PTV32G5NDCPH LED;PC;6111;TV (M) - LED;76178;TV PTV32G5NDCPH LED;31;VCL;;1;;?;15/02/2024;ney.junior;Não;13:14:23
